Reference;Name;Category;Short description;Size;Color;Structure;Price/RUB;Images
SVH0002;Свитер HELLEN SVH0002;Свитера вязаные;"Женский джемпер нефритового цвета с люрексом, выполнен в крупной вязке с фактурным рисунком ""коса"" по центру полочки. Рукав реглан. Замеры в (42-46) размере: длина по спинке 55 см, длина рукава 68 см.";42-46;нефритовый;;1389;https://niko-opt.com/11924-large_default/sviter-hellen-svh0002.jpg,https://niko-opt.com/11925-large_default/sviter-hellen-svh0002.jpg
SVH0003;Свитер HELLEN SVH0003;Свитера вязаные;"Женский джемпер цвета синий электрик с люрексом, выполнен в крупной вязке с фактурным рисунком ""коса"" по центру полочки. Рукав реглан. Замеры в (42-46) размере: длина по спинке 55 см, длина рукава 68 см.";42-46;электрик;;1389;https://niko-opt.com/11922-large_default/sviter-hellen-svh0003.jpg,https://niko-opt.com/11923-large_default/sviter-hellen-svh0003.jpg
SVH0004;Свитер HELLEN SVH0004;Свитера вязаные;"Женский джемпер черного цвета с люрексом, выполнен в крупной вязке с фактурным рисунком ""коса"" по центру полочки. Рукав реглан. Замеры в (42-46) размере: длина по спинке 55 см, длина рукава 68 см.";42-46;черный;;1389;https://niko-opt.com/11926-large_default/sviter-hellen-svh0004.jpg,https://niko-opt.com/11927-large_default/sviter-hellen-svh0004.jpg
SVR0002;Свитер RONNY SVR0002;Свитера вязаные;Легкий сиреневый свитер с декоративными дырками. Длина свитера по спинке: 63 см Длина рукава: 63 см;42-48;сиреневый;хлопок, акрил;1317;https://niko-opt.com/7191-large_default/sviter-ronny-svr0002.jpg,https://niko-opt.com/7192-large_default/sviter-ronny-svr0002.jpg
SVR0004;Свитер RONNY SVR0004;Свитера вязаные;Легкий коралловый свитер с декоративными дырками. Длина свитера по спинке: 63 см Длина рукава: 63 см;42-48;коралловый;хлопок, акрил;1317;https://niko-opt.com/7195-large_default/sviter-ronny-svr0004.jpg,https://niko-opt.com/7196-large_default/sviter-ronny-svr0004.jpg
SVR0006;Свитер RONNY SVR0006;Свитера вязаные;Легкий бирюзовый свитер с декоративными дырками. Длина свитера по спинке: 63 см Длина рукава: 63 см;42-48;бирюзовый;хлопок, акрил;1317;https://niko-opt.com/12095-large_default/sviter-ronny-svr0006.jpg,https://niko-opt.com/12096-large_default/sviter-ronny-svr0006.jpg
SVR0007;Свитер RONNY SVR0007;Свитера вязаные;Легкий пудровый свитер с декоративными дырками. Длина свитера по спинке: 63 см Длина рукава: 63 см;42-48;пудровый;хлопок, акрил;1317;https://niko-opt.com/7201-large_default/sviter-ronny-svr0007.jpg,https://niko-opt.com/7202-large_default/sviter-ronny-svr0007.jpg
SVT0001;Свитер жемчужный SVT0001;Свитера вязаные;Красный женский свитер с жемчужным узором. Замеры в (42-50) размере: длина по спинке 60 см, рукав от плечевого шва 56 см.;42-50;красный;хлопок, акрил;1378;https://niko-opt.com/11881-large_default/sviter-zhemchuzhnyj-svt0001.jpg,https://niko-opt.com/11882-large_default/sviter-zhemchuzhnyj-svt0001.jpg
SVT0002;Свитер жемчужный SVT0002;Свитера вязаные;Пудровый женский свитер с жемчужным узором. Замеры в (42-50) размере: длина по спинке 60 см, рукав от плечевого шва 56 см.;42-50;пудровый;хлопок, акрил;1378;https://niko-opt.com/11879-large_default/sviter-zhemchuzhnyj-svt0002.jpg,https://niko-opt.com/11885-large_default/sviter-zhemchuzhnyj-svt0002.jpg
SVC0001;Свитер реглан резинка SVC0001;Свитера вязаные;Васильковый синий женский свитер реглан с объемным узором английская резинка. Замеры в (42-48) размере: длина по спинке 58 см, рукав от горловины 66 см.;42-48;васильковый;хлопок, акрил;1378;https://niko-opt.com/11877-large_default/sviter-reglan-rezinka-svc0001.jpg,https://niko-opt.com/11878-large_default/sviter-reglan-rezinka-svc0001.jpg
SVC0002;Свитер реглан резинка SVC0002;Свитера вязаные;Графитовый женский свитер реглан с объемным узором английская резинка. Замеры в (42-48) размере: длина по спинке 58 см, рукава 66 см.;42-48;графит;хлопок, акрил;1378;https://niko-opt.com/11872-large_default/sviter-reglan-rezinka-svc0002.jpg,https://niko-opt.com/11884-large_default/sviter-reglan-rezinka-svc0002.jpg
